Title,Date,Rating,Description,Score,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Naruto: Uzumaki Chronicles 2,"Sep 4, 2007",T,"A brand new tale arrives as Naruto faces different challenges to defend the Hidden Leaf Village and surrounding villages from the evil force trying to dominate it. An ancient organization, which was thought to have been disbanded, is alive and in search of orbs to resurrect a mechanical terror. It's now up to Naruto and all of the Hidden Leaf Genin to join forces with those of the Hidden Sand Village to stop this menace. Multiplayer Co-op and Vs Battles - During the game, a second player is able to join in on the action for a simultaneous two-player adventure! Or, fight head-to-head with a friend and battle it out for the title of Hokage. Additional gameplay modes further enhance the Naruto experience: Story Mode - Play alone or with a friend and traverse a lush, 3-D anime-style world in which Naruto and his friends work together to unravel the mystery of the Shirogane Clan and their nefarious army of ""puppet walkers."" Hone your skills to become the ultimate warrior and unlock a secret chapter of the story. Mission Mode - Take on a series of challenging side missions. Survival Mode - Test your skills to become the ultimate warrior and unlock a secret mission. Choose your favorite ninja, including Naruto, Shikamaru, Rock Lee, Kakashi, Guy, Sasuke, or Choji, to complete story-driven missions and intense challenges. Prove yourself in battle and earn money to create the ultimate warrior using Chips and Plates that can customize your character's speed, strength, stamina and even special moves. Harness the power of Rasengan, Lightning Blade, Sand Coffin, and other moves, straight from the series. [Namco Bandai Games]",Metascore 52 out of 100,3494,Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58
Tenchu 2: Birth of the Stealth Assassins,"Nov 9, 2010",E,"Before the events of Tenchu, the House of Gohda is rocked by betrayal. As shadow warriors Rikimaru, Ayame and Tatsumaru, you are called on to restore pride to the name of your master. For you have been born to a life of honor... a life of stealth. Discover even more ways to slay your foes with 21 new stealth kill techniques. Take on the role of three ninja assassins, each with their own story and fighting techniques. Strike from the shadows in 29 new day and night stealth missions. Utilize a variety of new ninja weapons and items, like flaming arrows and invisibility.",Metascore 77 out of 100,3491,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.32,0.22,0.0,0.04,0.58
3D Dot Game Heroes,"Aug 30, 2016",E,"A long, long time ago, the Dark King Onyx brought an age of darkness upon Dotnia Kingdom.  Only by the bravery of a hero with a legendary sword was Onyx sealed in an orb, restoring peace to the world.  But Fuelle, a powerful Dark Bishop, has stolen the orb, and with it, peace.  Dotnia requires a hero once more!  Can you live up to the legend? Ultimate retro love letter -- Seamlessly fusing new and old, the golden era of gaming is felt in every detail of this lovingly-crafted adventure. Eye-popping visuals capture the nostalgic charm of pixel graphics in cutting edge 3D. Simple, but deep action-adventure gameplay is a throwback to the 8-bit era. Veterans will find references and jokes that pay homage to the great games of yore. Awe and adventure live again -- Embark on the next generation of classic exploration and discovery in a grand story-based quest. A hero sets out to gain the power of the six sages and the six orbs that protected the kingdom of Dotnia, which now stands on the verge of destruction. Customize your hero -- When pixels are your building blocks, the possibilities are unlimited. Freely edit the look of your character, or design one completely from scratch, and then trade designs with friends via a compatible USB storage device. Your hero's blade is also upgradeable, letting you add length and width to create a sword that fills the whole screen. [Atlus USA]",Metascore 77 out of 100,3533,3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,0.57
Disney Universe,"May 24, 2010",E,"In Disney Universe, players can select from more than 40 classic and contemporary Disney character costumes, including Alice (&quot;Alice in Wonderland&quot;), Mike (&quot;Monsters, Inc.&quot;), TRON (&quot;TRON: Legacy&quot;) and Stitch (&quot;Lilo &amp; Stitch&quot;) to explore six different worlds inspired by legendary Disney and Disney Pixar films.  Each world will allow players to experience objectives and missions that follow Disney and Disney Pixar movie storylines.  Players will select a character-based costume, with each costume offering a specific tool that changes and grows in power as players adventure through the game.  Disney Universe offers frenetic gameplay, multiplayer with up to three friends and slapstick humor that will appeal to players of all ages.",Metascore 66 out of 100,3516,Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.57
The Lord of the Rings: The Return of the King,"Jul 29, 2020",T,"Return to Middle-earth in the only video game based on the epic final chapter of the highly-acclaimed The Lord of the Rings movie trilogy. Developed using the same digital assets as the films, The Return of the King re-creates in stunning detail the final events of the War of the Ring. Become the heroes who determine the fate of Middle-earth as you traverse the haunted Paths of the Dead, defend Minas Tirith from the onslaught of thousands of Sauron's minions, and even play co-op multiplayer with a friend as you march against the impenetrable Black Gates of Mordor. Eight playable characters, including Gandalf, Aragorn, Legolas, Gimli, Sam, and Frodo with exclusive voice-over provided by the films&#8217; actors. The fate of Middle-earth is in your hands. [Electronic Arts]",Metascore 85 out of 100,3568,The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56
LEGO Dimensions,"Oct 30, 2001",E,"LEGO characters from a melding of some of the most recognizable brands in the universe join forces and battle in worlds outside of their own. A Dark Knight, a Wizard, and a LEGO Master Builder traveling together down the Yellow Brick Road is just the beginning.",Metascore 80 out of 100,3560,LEGO Dimensions,X360,2015.0,Action,Warner Bros. Interactive Entertainment,0.24,0.28,0.0,0.05,0.56
Ms. Pac-Man Maze Madness,"Nov 15, 2011",E10+,Chomp your way through mystical worlds to rescue Professor Pac. Free the lost worlds of Pac-Land from the horrid witch Mesmeralda. Videogame's most famous and favorite heroine is back to save the day!,Metascore 73 out of 100,3566,Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56
Odin Sphere,"Feb 15, 2024",M,"The nations of Erion had always held an uneasy peace, as the various kings and queens watched each other for any signs of weakness. When the country of Valentine is obliterated by the power of an ancient artifact, it sparks a bloody war between the fairies of Ringford and the warriors of Ragnanival. Little do they know that they are acting out an almost-forgotten prophecy: one that, if fulfilled, will lead to the destruction of the entire world. Take control of the warrior princess Gwendolyn, daughter of Odin, and follow the threads of an intricately woven story as you uncover the truth behind the prophecy – and how to bring it to an end. Five playable characters in all; each one's fate is intertwined with the others'. A robust cooking and alchemy system that can be used to create powerful attack and recovery items. [Atlus Software]",Metascore 83 out of 100,3563,Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
Metal Gear Solid 3: Subsistence,"Oct 21, 1998",M,"Metal Gear goes online for the first time in Metal Gear Solid 3 Subsistence! Players can battle or team up with up to 7 other friends for online dominance. Featuring different gameplay modes, new camera system, and robust online play, Subsistence is the game that gives players a brand new Metal Gear experience. Includes MGS3 Snake Eater and all new Online Modes, including Death Match, Team Death Match, Sneaking Mission, Capture Mission, and Rescue Mission. Third Person Camera system gives players more control. Bonus Metal Gear and Metal Gear 2 Solid Snake games which have never been released before in the North America. Demo Theater, Duel Mode, and new stages for Snake vs. Monkey mini-game. [Konami]",Metascore 94 out of 100,3635,Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
LEGO The Hobbit,"Oct 25, 2000",E,"From the makers of LEGO The Lord of the Rings, comes LEGO The Hobbit, inspired by the first two films in The Hobbit Trilogy: The Hobbit: An Unexpected Journey and The Hobbit: Desolation of Smaug as well as the collection  of LEGO The Hobbit constructions sets.  The interactive game of LEGO The Hobbit allows gamers to play along with their favorite scenes from the films, and follows the Hobbit Bilbo Baggins as he is recruited by the Wizard Gandalf to aid Thorin Oakenshield and his Company of Dwarves. Bilbo leaves the comforts of the Shire on a journey through Middle-earth to help the Dwarves reclaim their lost Kingdom of Erebor within the Lonely Mountain. Along the way, he is introduced to ravenous Trolls, dangerous Orcs and, of course, Gollum and his precious Ring.  Players utilize and combine the Dwarves’ unique abilities to solve a diverse array of Quests.",Metascore 72 out of 100,3689,LEGO The Hobbit,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0.0,0.1,0.54
LEGO Dimensions,"Oct 30, 2001",E,"LEGO characters from a melding of some of the most recognizable brands in the universe join forces and battle in worlds outside of their own. A Dark Knight, a Wizard, and a LEGO Master Builder traveling together down the Yellow Brick Road is just the beginning.",Metascore 80 out of 100,3709,LEGO Dimensions,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.15,0.3,0.0,0.09,0.54
